,symbol,title,actual,forecast,previous,datetime,symbol_pair,preceding_price
53785,NZD,GDT Price Index,28.72,,-0.03,2009-08-04 10:30:00,NZDJPY,1.0
53772,JPY,30-y Bond Auction,65.84,,3.085,2009-08-05 23:45:00,NZDJPY,0.0
53769,NZD,Unemployment Rate,51.16,0.055999999999999994,0.05,2009-08-05 18:45:00,NZDJPY,0.0
53768,NZD,Employment Change q/q,0.0,-0.006999999999999999,-0.013000000000000001,2009-08-05 18:45:00,NZDJPY,0.0
53720,JPY,M2 Money Stock y/y,48.65,0.026000000000000002,0.025,2009-08-09 19:50:00,NZDJPY,-2.0
53719,JPY,Current Account,53.89,1420000000000.0,1020000000000.0,2009-08-09 19:50:00,NZDJPY,-2.0
53718,JPY,Bank Lending y/y,78.57,,0.024,2009-08-09 19:50:00,NZDJPY,-2.0
53717,JPY,Core Machinery Orders m/m,41.67,0.027999999999999997,-0.03,2009-08-09 19:50:00,NZDJPY,-2.0
53714,JPY,Overnight Call Rate,0.0,0.001,0.001,2009-08-10 22:53:00,NZDJPY,0.0
53696,JPY,PPI y/y,11.39,-0.08800000000000001,-0.067,2009-08-11 19:50:00,NZDJPY,1.0
53680,NZD,FPI m/m,100.0,,0.027999999999999997,2009-08-12 18:48:00,NZDJPY,-1.0
53679,NZD,Business NZ Manufacturing Index,46.5,,46.5,2009-08-12 18:17:00,NZDJPY,-1.0
53659,JPY,Tertiary Industry Activity m/m,63.64,-0.003,-0.003,2009-08-13 19:50:00,NZDJPY,0.0
53656,NZD,Retail Sales q/q,0.0,0.003,-0.027000000000000003,2009-08-13 18:45:00,NZDJPY,1.0
53655,NZD,Core Retail Sales q/q,8.0,,-0.01,2009-08-13 18:45:00,NZDJPY,1.0
53654,NZD,Retail Sales m/m,50.0,-0.003,0.006999999999999999,2009-08-13 18:45:00,NZDJPY,1.0
53653,NZD,Core Retail Sales m/m,77.78,-0.006,0.015,2009-08-13 18:45:00,NZDJPY,1.0
53652,NZD,REINZ HPI m/m,16.13,,-0.011000000000000001,2009-08-13 18:00:00,NZDJPY,0.0
53626,JPY,Prelim GDP Price Index y/y,59.68,0.018000000000000002,0.009000000000000001,2009-08-16 19:50:00,NZDJPY,-2.0
53625,JPY,Prelim GDP q/q,12.96,0.011000000000000001,-0.031,2009-08-16 19:50:00,NZDJPY,-2.0
53613,NZD,PPI Input q/q,0.0,-0.006999999999999999,-0.025,2009-08-18 18:45:00,NZDJPY,0.0
53611,NZD,PPI Output q/q,0.0,-0.006,-0.013999999999999999,2009-08-18 18:45:00,NZDJPY,0.0
53590,NZD,Credit Card Spending y/y,17.76,,-0.021,2009-08-20 23:00:00,NZDJPY,0.0
53589,NZD,Visitor Arrivals m/m,26.85,,-0.038,2009-08-20 18:45:00,NZDJPY,0.0
53561,NZD,Inflation Expectations q/q,42.86,,0.022000000000000002,2009-08-24 23:03:00,NZDJPY,0.0
53556,JPY,SPPI y/y,4.17,-0.033,-0.032,2009-08-25 19:50:00,NZDJPY,0.0
53555,JPY,Trade Balance,73.7,350000000000.0,370000000000.0,2009-08-25 19:50:00,NZDJPY,0.0
53537,NZD,Trade Balance,60.89,-139000000.0,-332000000.0,2009-08-26 18:45:00,NZDJPY,0.0
53528,JPY,Unemployment Rate,60.47,0.055,0.054000000000000006,2009-08-27 19:30:00,NZDJPY,-1.0
53527,JPY,National Core CPI y/y,12.07,-0.021,-0.017,2009-08-27 19:30:00,NZDJPY,-1.0
53526,JPY,Tokyo Core CPI y/y,10.0,-0.018000000000000002,-0.017,2009-08-27 19:30:00,NZDJPY,-1.0
53525,JPY,Household Spending y/y,60.67,-0.005,0.002,2009-08-27 19:30:00,NZDJPY,-1.0
53523,NZD,Building Consents m/m,25.2,,-0.096,2009-08-27 18:45:00,NZDJPY,-1.0
53496,NZD,ANZ Business Confidence,59.52,,18.7,2009-08-30 22:59:00,NZDJPY,0.0
53495,JPY,Average Cash Earnings y/y,0.0,-0.063,-0.07,2009-08-30 21:30:00,NZDJPY,-2.0
53490,JPY,Retail Sales y/y,32.85,-0.033,-0.028999999999999998,2009-08-30 19:50:00,NZDJPY,-2.0
53489,JPY,Prelim Industrial Production m/m,82.03,0.013999999999999999,0.023,2009-08-30 19:50:00,NZDJPY,-2.0
53488,JPY,Final Manufacturing PMI,75.68,,50.4,2009-08-30 19:15:00,NZDJPY,-2.0
53486,JPY,10-y Bond Auction,33.08,,2.175,2009-08-31 23:45:00,NZDJPY,0.0
53471,JPY,Monetary Base y/y,36.41,0.066,0.061,2009-09-01 19:50:00,NZDJPY,1.0
53469,NZD,GDT Price Index,100.0,,0.243,2009-09-01 10:30:00,NZDJPY,1.0
53448,NZD,ANZ Commodity Prices m/m,42.0,,0.01,2009-09-02 23:03:00,NZDJPY,0.0
53432,JPY,Capital Spending q/y,0.0,-0.22899999999999998,-0.253,2009-09-03 19:50:00,NZDJPY,0.0
53400,JPY,M2 Money Stock y/y,54.05,0.027000000000000003,0.027000000000000003,2009-09-07 19:50:00,NZDJPY,0.0
53399,JPY,Current Account,77.25,1410000000000.0,1800000000000.0,2009-09-07 19:50:00,NZDJPY,0.0
53398,JPY,Bank Lending y/y,73.21,,0.021,2009-09-07 19:50:00,NZDJPY,0.0
53374,JPY,PPI y/y,0.0,-0.083,-0.085,2009-09-09 19:50:00,NZDJPY,0.0
53370,JPY,Core Machinery Orders m/m,73.74,-0.032,0.09699999999999999,2009-09-09 19:50:00,NZDJPY,0.0
53369,NZD,Overseas Trade Index q/q,39.64,-0.028999999999999998,-0.027000000000000003,2009-09-09 18:45:00,NZDJPY,0.0
53366,NZD,Official Cash Rate,11.54,0.025,0.025,2009-09-09 17:00:00,NZDJPY,0.0
53349,NZD,FPI m/m,48.84,,0.006,2009-09-10 18:48:00,NZDJPY,-1.0
53348,JPY,Final GDP q/q,89.09,0.009000000000000001,0.009000000000000001,2009-09-10 19:50:00,NZDJPY,-1.0
53343,JPY,Final GDP Price Index y/y,54.69,0.005,0.005,2009-09-10 19:50:00,NZDJPY,-1.0
53308,NZD,Retail Sales m/m,37.1,0.006,-0.001,2009-09-13 18:45:00,NZDJPY,-2.0
53307,NZD,Core Retail Sales m/m,31.11,0.005,-0.006,2009-09-13 18:45:00,NZDJPY,-2.0
53302,NZD,Manufacturing Sales q/q,28.36,,-0.013000000000000001,2009-09-14 18:45:00,NZDJPY,0.0
53301,NZD,REINZ HPI m/m,38.71,,0.01,2009-09-14 18:00:00,NZDJPY,0.0
53270,JPY,Overnight Call Rate,0.0,0.001,0.001,2009-09-16 23:39:00,NZDJPY,0.0
53267,JPY,Tertiary Industry Activity m/m,69.32,0.006,0.002,2009-09-16 19:50:00,NZDJPY,0.0
53266,JPY,BSI Manufacturing Index,64.79,-11.4,-13.2,2009-09-16 19:50:00,NZDJPY,0.0
53265,NZD,Business NZ Manufacturing Index,59.26,,49.6,2009-09-16 18:23:00,NZDJPY,-1.0
53224,NZD,Credit Card Spending y/y,19.08,,-0.019,2009-09-20 23:00:00,NZDJPY,0.0
53219,NZD,Visitor Arrivals m/m,52.68,,0.039,2009-09-20 18:45:00,NZDJPY,-2.0
53217,NZD,Current Account,23.33,-1880000000.0,-680000000.0,2009-09-21 18:45:00,NZDJPY,0.0
53211,NZD,GDP q/q,7.69,-0.002,-0.008,2009-09-22 18:45:00,NZDJPY,0.0
53203,JPY,Trade Balance,68.51,180000000000.0,220000000000.0,2009-09-23 19:50:00,NZDJPY,0.0
53200,NZD,Westpac Consumer Sentiment,87.11,,106.0,2009-09-23 18:03:00,NZDJPY,0.0
53180,JPY,SPPI y/y,1.39,-0.035,-0.034,2009-09-24 19:50:00,NZDJPY,0.0
53178,NZD,Trade Balance,60.89,-295000000.0,-175000000.0,2009-09-24 18:45:00,NZDJPY,0.0
53150,JPY,National Core CPI y/y,3.45,-0.023,-0.022000000000000002,2009-09-28 19:30:00,NZDJPY,0.0
53149,JPY,Tokyo Core CPI y/y,6.0,-0.02,-0.019,2009-09-28 19:30:00,NZDJPY,0.0
53148,NZD,Building Consents m/m,36.59,,0.045,2009-09-28 17:45:00,NZDJPY,0.0
53143,NZD,ANZ Business Confidence,71.56,,34.2,2009-09-29 22:00:00,NZDJPY,0.0
53141,JPY,Average Cash Earnings y/y,14.89,-0.039,-0.055999999999999994,2009-09-29 21:30:00,NZDJPY,0.0
53135,JPY,Prelim Industrial Production m/m,81.11,0.019,0.021,2009-09-29 19:50:00,NZDJPY,0.0
53133,JPY,Final Manufacturing PMI,88.03,,53.6,2009-09-29 19:15:00,NZDJPY,0.0
53119,JPY,Tankan Non-Manufacturing Index,3.57,-25.0,-29.0,2009-09-30 19:50:00,NZDJPY,0.0
53118,JPY,Retail Sales y/y,35.27,-0.024,-0.024,2009-09-30 19:50:00,NZDJPY,0.0
53117,JPY,Tankan Manufacturing Index,12.05,-32.0,-48.0,2009-09-30 19:50:00,NZDJPY,0.0
53092,JPY,Monetary Base y/y,36.41,0.062,0.061,2009-10-01 19:50:00,NZDJPY,1.0
53091,JPY,Unemployment Rate,67.44,0.057999999999999996,0.057,2009-10-01 19:30:00,NZDJPY,1.0
53090,JPY,Household Spending y/y,48.31,-0.001,-0.02,2009-10-01 19:30:00,NZDJPY,1.0
53050,NZD,ANZ Commodity Prices m/m,58.5,,0.043,2009-10-04 22:03:00,NZDJPY,0.0
53042,JPY,10-y Bond Auction,30.77,,2.115,2009-10-05 23:45:00,NZDJPY,0.0
53036,NZD,NZIER Business Confidence,34.19,,-25.0,2009-10-05 17:00:00,NZDJPY,0.0
53012,JPY,30-y Bond Auction,55.34,,2.8099999999999996,2009-10-07 23:45:00,NZDJPY,0.0
53008,JPY,Current Account,58.08,1170000000000.0,1160000000000.0,2009-10-07 19:50:00,NZDJPY,0.0
52998,JPY,Core Machinery Orders m/m,25.76,0.022000000000000002,-0.09300000000000001,2009-10-08 19:50:00,NZDJPY,0.0
52960,JPY,M2 Money Stock y/y,56.76,0.028999999999999998,0.027999999999999997,2009-10-12 19:50:00,NZDJPY,0.0
52959,JPY,Bank Lending y/y,67.86,,0.018000000000000002,2009-10-12 19:50:00,NZDJPY,0.0
52956,NZD,Retail Sales m/m,30.65,0.006,-0.005,2009-10-12 17:45:00,NZDJPY,0.0
52955,NZD,Core Retail Sales m/m,31.11,0.005,-0.006,2009-10-12 17:45:00,NZDJPY,0.0
52948,JPY,PPI y/y,0.0,-0.079,-0.085,2009-10-13 19:50:00,NZDJPY,0.0
52946,NZD,REINZ HPI m/m,40.86,,0.012,2009-10-13 17:00:00,NZDJPY,0.0
52929,NZD,FPI m/m,13.95,,-0.009000000000000001,2009-10-14 17:45:00,NZDJPY,0.0
52928,NZD,CPI q/q,39.29,0.008,0.006,2009-10-14 17:45:00,NZDJPY,0.0
52927,NZD,Business NZ Manufacturing Index,55.97,,48.8,2009-10-14 17:35:00,NZDJPY,0.0
52876,JPY,Tertiary Industry Activity m/m,73.86,0.001,0.006,2009-10-18 19:50:00,NZDJPY,-2.0
52867,NZD,Credit Card Spending y/y,32.24,,0.001,2009-10-20 22:00:00,NZDJPY,0.0
52864,NZD,Visitor Arrivals m/m,37.92,,-0.005,2009-10-20 17:45:00,NZDJPY,0.0
52841,JPY,Trade Balance,66.78,380000000000.0,170000000000.0,2009-10-21 19:50:00,NZDJPY,-1.0
52790,NZD,ANZ Business Confidence,83.14,,49.1,2009-10-27 22:00:00,NZDJPY,0.0
52786,JPY,Retail Sales y/y,38.16,-0.015,-0.018000000000000002,2009-10-27 19:50:00,NZDJPY,0.0
52774,JPY,SPPI y/y,0.0,-0.033,-0.035,2009-10-28 19:50:00,NZDJPY,1.0
52773,JPY,Prelim Industrial Production m/m,78.8,0.011000000000000001,0.016,2009-10-28 19:50:00,NZDJPY,1.0
52772,NZD,Trade Balance,60.87,-675000000.0,-719000000.0,2009-10-28 17:45:00,NZDJPY,2.0
52770,NZD,Official Cash Rate,11.54,0.025,0.025,2009-10-28 16:00:00,NZDJPY,0.0
52759,JPY,Unemployment Rate,62.79,0.055999999999999994,0.055,2009-10-29 19:30:00,NZDJPY,-1.0
52758,JPY,National Core CPI y/y,0.0,-0.023,-0.024,2009-10-29 19:30:00,NZDJPY,-1.0
52757,JPY,Tokyo Core CPI y/y,2.0,-0.02,-0.021,2009-10-29 19:30:00,NZDJPY,-1.0
52756,JPY,Household Spending y/y,74.16,0.012,0.026000000000000002,2009-10-29 19:30:00,NZDJPY,-1.0
52755,JPY,Final Manufacturing PMI,91.51,,54.5,2009-10-29 19:15:00,NZDJPY,-1.0
52754,NZD,Building Consents m/m,34.41,,0.018000000000000002,2009-10-29 17:45:00,NZDJPY,-2.0
52718,JPY,Average Cash Earnings y/y,45.74,-0.02,-0.027000000000000003,2009-11-01 21:30:00,NZDJPY,-2.0
52709,NZD,ANZ Commodity Prices m/m,71.0,,0.068,2009-11-02 22:00:00,NZDJPY,0.0
52706,NZD,Labor Cost Index q/q,0.0,0.003,0.003,2009-11-02 17:45:00,NZDJPY,0.0
52688,JPY,Monetary Base y/y,34.36,0.045,0.045,2009-11-03 19:50:00,NZDJPY,-1.0
52675,NZD,Unemployment Rate,74.42,0.064,0.06,2009-11-04 17:45:00,NZDJPY,0.0
52674,JPY,10-y Bond Auction,40.96,,2.38,2009-11-04 23:45:00,NZDJPY,0.0
52673,NZD,Employment Change q/q,24.32,-0.003,-0.004,2009-11-04 17:45:00,NZDJPY,0.0
52608,JPY,M2 Money Stock y/y,62.16,0.032,0.03,2009-11-09 19:50:00,NZDJPY,0.0
52607,JPY,Current Account,60.18,1530000000000.0,1230000000000.0,2009-11-09 19:50:00,NZDJPY,0.0
52606,JPY,Bank Lending y/y,64.29,,0.016,2009-11-09 19:50:00,NZDJPY,0.0
52590,JPY,Core Machinery Orders m/m,50.51,0.034,0.005,2009-11-10 19:50:00,NZDJPY,0.0
52588,NZD,FPI m/m,18.6,,-0.006999999999999999,2009-11-10 17:49:00,NZDJPY,0.0
52562,NZD,Retail Sales q/q,48.48,0.0,0.005,2009-11-11 17:45:00,NZDJPY,0.0
52561,JPY,PPI y/y,3.16,-0.06,-0.08,2009-11-11 19:50:00,NZDJPY,0.0
52560,NZD,Core Retail Sales q/q,34.0,,0.003,2009-11-11 17:45:00,NZDJPY,0.0
52559,NZD,Retail Sales m/m,56.45,0.005,0.011000000000000001,2009-11-11 17:45:00,NZDJPY,0.0
52557,NZD,Core Retail Sales m/m,71.11,0.004,0.012,2009-11-11 17:45:00,NZDJPY,0.0
52556,NZD,Business NZ Manufacturing Index,67.08,,51.5,2009-11-11 17:30:00,NZDJPY,0.0
52547,NZD,REINZ HPI m/m,48.39,,0.019,2009-11-12 17:00:00,NZDJPY,0.0
52512,JPY,Prelim GDP Price Index y/y,53.23,0.001,0.005,2009-11-15 19:50:00,NZDJPY,-2.0
52511,JPY,Prelim GDP q/q,83.33,0.006999999999999999,0.006999999999999999,2009-11-15 19:50:00,NZDJPY,-2.0
52510,NZD,PPI Output q/q,14.29,0.003,-0.006999999999999999,2009-11-15 17:45:00,NZDJPY,-2.0
52509,NZD,PPI Input q/q,30.86,0.0,0.0,2009-11-15 17:45:00,NZDJPY,-2.0
52505,JPY,Tertiary Industry Activity m/m,70.45,0.001,0.003,2009-11-16 19:50:00,NZDJPY,0.0
52463,JPY,Overnight Call Rate,0.0,0.001,0.001,2009-11-19 23:34:00,NZDJPY,0.0
52461,NZD,Credit Card Spending y/y,16.45,,-0.023,2009-11-19 22:00:00,NZDJPY,0.0
52432,NZD,Visitor Arrivals m/m,52.35,,0.038,2009-11-22 17:45:00,NZDJPY,-2.0
52431,NZD,Inflation Expectations q/q,50.0,,0.023,2009-11-23 23:13:00,NZDJPY,0.0
52418,JPY,SPPI y/y,4.17,-0.025,-0.032,2009-11-24 19:50:00,NZDJPY,0.0
52417,JPY,Trade Balance,62.98,310000000000.0,60000000000.0,2009-11-24 19:50:00,NZDJPY,0.0
52395,NZD,ANZ Business Confidence,82.44,,48.2,2009-11-25 22:00:00,NZDJPY,0.0
52376,JPY,Unemployment Rate,58.14,0.054000000000000006,0.053,2009-11-26 19:30:00,NZDJPY,0.0
52375,JPY,Retail Sales y/y,40.58,-0.015,-0.013000000000000001,2009-11-26 19:50:00,NZDJPY,0.0
52374,JPY,National Core CPI y/y,1.72,-0.022000000000000002,-0.023,2009-11-26 19:30:00,NZDJPY,0.0
52373,JPY,Tokyo Core CPI y/y,0.0,-0.02,-0.022000000000000002,2009-11-26 19:30:00,NZDJPY,0.0
52372,JPY,Household Spending y/y,65.17,0.006,0.01,2009-11-26 19:30:00,NZDJPY,0.0
52369,NZD,Trade Balance,60.88,-469000000.0,-563000000.0,2009-11-26 17:45:00,NZDJPY,1.0
52357,JPY,Average Cash Earnings y/y,55.32,-0.017,-0.018000000000000002,2009-11-29 21:30:00,NZDJPY,-2.0
52351,JPY,Prelim Industrial Production m/m,81.11,0.025,0.021,2009-11-29 19:50:00,NZDJPY,-2.0
52349,JPY,Final Manufacturing PMI,90.73,,54.3,2009-11-29 19:15:00,NZDJPY,-2.0
52347,NZD,Building Consents m/m,37.4,,0.055,2009-11-29 17:45:00,NZDJPY,-2.0
52346,JPY,10-y Bond Auction,23.27,,1.92,2009-11-30 23:45:00,NZDJPY,0.0
52328,JPY,Monetary Base y/y,34.23,0.047,0.044000000000000004,2009-12-01 19:50:00,NZDJPY,0.0
52304,NZD,ANZ Commodity Prices m/m,60.5,,0.047,2009-12-02 22:03:00,NZDJPY,0.0
52301,JPY,Capital Spending q/y,8.55,-0.158,-0.217,2009-12-02 19:50:00,NZDJPY,0.0
52260,JPY,30-y Bond Auction,51.91,,2.7199999999999998,2009-12-07 23:45:00,NZDJPY,0.0
52256,JPY,M2 Money Stock y/y,72.97,0.035,0.034,2009-12-07 19:50:00,NZDJPY,0.0
52255,JPY,Current Account,63.47,1590000000000.0,1340000000000.0,2009-12-07 19:50:00,NZDJPY,0.0
52254,JPY,Bank Lending y/y,60.71,,0.013999999999999999,2009-12-07 19:50:00,NZDJPY,0.0
52252,NZD,Manufacturing Sales q/q,2.24,,-0.048,2009-12-07 17:45:00,NZDJPY,0.0
52239,JPY,Final GDP q/q,94.55,0.008,0.012,2009-12-08 19:50:00,NZDJPY,1.0
52238,JPY,Final GDP Price Index y/y,50.0,0.002,0.002,2009-12-08 19:50:00,NZDJPY,1.0
52214,JPY,PPI y/y,10.76,-0.051,-0.068,2009-12-09 19:50:00,NZDJPY,0.0
52213,JPY,Core Machinery Orders m/m,75.76,-0.044000000000000004,0.105,2009-12-09 19:50:00,NZDJPY,0.0
52212,NZD,Overseas Trade Index q/q,0.0,-0.023,-0.094,2009-12-09 17:45:00,NZDJPY,0.0
52211,NZD,Business NZ Manufacturing Index,62.96,,50.5,2009-12-09 17:30:00,NZDJPY,0.0
52207,NZD,Official Cash Rate,11.54,0.025,0.025,2009-12-09 16:00:00,NZDJPY,0.0
52183,NZD,FPI m/m,0.0,,-0.015,2009-12-10 17:49:00,NZDJPY,0.0
52148,JPY,Tankan Non-Manufacturing Index,12.5,-23.0,-24.0,2009-12-13 19:50:00,NZDJPY,-2.0
52147,JPY,Tankan Manufacturing Index,30.12,-26.0,-33.0,2009-12-13 19:50:00,NZDJPY,-2.0
52146,NZD,REINZ HPI m/m,41.94,,0.013000000000000001,2009-12-13 17:00:00,NZDJPY,-2.0
52132,JPY,Tertiary Industry Activity m/m,60.23,0.005,-0.006,2009-12-15 19:50:00,NZDJPY,0.0
52110,NZD,ANZ Business Confidence,78.71,,43.4,2009-12-16 22:00:00,NZDJPY,0.0
52107,NZD,Westpac Consumer Sentiment,98.85,,120.3,2009-12-16 17:47:00,NZDJPY,0.0
52083,JPY,Overnight Call Rate,0.0,0.001,0.001,2009-12-17 23:13:00,NZDJPY,1.0
52056,NZD,Credit Card Spending y/y,29.61,,-0.003,2009-12-20 22:00:00,NZDJPY,-2.0
52054,JPY,Trade Balance,76.82,270000000000.00003,460000000000.0,2009-12-20 19:50:00,NZDJPY,-2.0
52053,NZD,Visitor Arrivals m/m,37.25,,-0.006999999999999999,2009-12-20 17:45:00,NZDJPY,-2.0
52051,NZD,Current Account,23.36,-2250000000.0,120000000.0,2009-12-21 17:45:00,NZDJPY,0.0
52044,NZD,GDP q/q,46.15,0.004,0.002,2009-12-22 17:45:00,NZDJPY,0.0
52030,JPY,BSI Manufacturing Index,100.0,11.2,15.5,2009-12-23 19:50:00,NZDJPY,0.0
52012,JPY,Unemployment Rate,53.49,0.052000000000000005,0.051,2009-12-24 19:30:00,NZDJPY,-2.0
52011,JPY,SPPI y/y,16.67,-0.019,-0.023,2009-12-24 19:50:00,NZDJPY,-2.0
52010,JPY,National Core CPI y/y,3.45,-0.017,-0.022000000000000002,2009-12-24 19:30:00,NZDJPY,-2.0
52009,JPY,Tokyo Core CPI y/y,6.0,-0.018000000000000002,-0.019,2009-12-24 19:30:00,NZDJPY,-2.0
52008,JPY,Household Spending y/y,68.54,0.005,0.016,2009-12-24 19:30:00,NZDJPY,-2.0
51993,JPY,Average Cash Earnings y/y,54.26,-0.018000000000000002,-0.019,2009-12-27 21:30:00,NZDJPY,-2.0
51992,JPY,Retail Sales y/y,42.03,-0.011000000000000001,-0.01,2009-12-27 19:50:00,NZDJPY,-2.0
51991,JPY,Prelim Industrial Production m/m,73.73,0.025,0.005,2009-12-27 19:50:00,NZDJPY,-2.0
51986,JPY,Final Manufacturing PMI,83.01,,52.3,2009-12-29 19:15:00,NZDJPY,0.0
51947,JPY,Monetary Base y/y,33.46,0.035,0.038,2010-01-04 19:50:00,NZDJPY,0.0
51930,JPY,10-y Bond Auction,27.31,,2.025,2010-01-05 23:45:00,NZDJPY,0.0
51910,NZD,Trade Balance,60.88,-397000000.0,-495000000.0,2010-01-06 17:45:00,NZDJPY,-1.0
51852,JPY,M2 Money Stock y/y,70.27,0.033,0.033,2010-01-11 19:50:00,NZDJPY,0.0
51851,JPY,Current Account,64.67,1220000000000.0,1380000000000.0,2010-01-11 19:50:00,NZDJPY,0.0
51850,JPY,Bank Lending y/y,39.29,,0.002,2010-01-11 19:50:00,NZDJPY,0.0
51849,NZD,NZIER Business Confidence,86.32,,36.0,2010-01-11 17:00:00,NZDJPY,0.0
51839,NZD,ANZ Commodity Prices m/m,89.5,,0.105,2010-01-12 22:00:00,NZDJPY,0.0
51828,JPY,PPI y/y,22.15,-0.038,-0.05,2010-01-13 19:50:00,NZDJPY,0.0
51827,JPY,Core Machinery Orders m/m,37.88,0.003,-0.045,2010-01-13 19:50:00,NZDJPY,0.0
51826,NZD,Building Consents m/m,41.6,,0.107,2010-01-13 17:45:00,NZDJPY,0.0
51783,NZD,REINZ HPI m/m,30.11,,0.002,2010-01-17 17:00:00,NZDJPY,-2.0
51776,JPY,Tertiary Industry Activity m/m,71.59,-0.001,0.004,2010-01-19 19:50:00,NZDJPY,0.0
51774,NZD,FPI m/m,27.91,,-0.003,2010-01-19 17:45:00,NZDJPY,-1.0
51773,NZD,CPI q/q,64.29,0.0,0.013000000000000001,2010-01-19 17:45:00,NZDJPY,-1.0
51750,NZD,Retail Sales m/m,40.32,0.006,0.001,2010-01-20 17:45:00,NZDJPY,0.0
51749,NZD,Core Retail Sales m/m,55.56,0.003,0.005,2010-01-20 17:45:00,NZDJPY,0.0
51748,NZD,Business NZ Manufacturing Index,68.72,,51.9,2010-01-20 17:34:00,NZDJPY,0.0
51697,JPY,Overnight Call Rate,0.0,0.001,0.001,2010-01-25 23:26:00,NZDJPY,0.0
51695,NZD,Credit Card Spending y/y,41.45,,0.015,2010-01-25 22:00:00,NZDJPY,0.0
51694,JPY,SPPI y/y,18.06,-0.013999999999999999,-0.022000000000000002,2010-01-25 19:50:00,NZDJPY,0.0
51688,JPY,Trade Balance,78.89,610000000000.0,520000000000.0,2010-01-26 19:50:00,NZDJPY,0.0
51669,JPY,Retail Sales y/y,41.55,0.003,-0.011000000000000001,2010-01-27 19:50:00,NZDJPY,0.0
51668,NZD,Official Cash Rate,11.54,0.025,0.025,2010-01-27 16:00:00,NZDJPY,0.0
51651,JPY,Prelim Industrial Production m/m,81.57,0.025,0.022000000000000002,2010-01-28 19:50:00,NZDJPY,1.0
51649,JPY,Unemployment Rate,55.81,0.053,0.052000000000000005,2010-01-28 19:30:00,NZDJPY,1.0
51648,JPY,National Core CPI y/y,12.07,-0.013000000000000001,-0.017,2010-01-28 19:30:00,NZDJPY,1.0
51647,JPY,Tokyo Core CPI y/y,6.0,-0.018000000000000002,-0.019,2010-01-28 19:30:00,NZDJPY,1.0
51646,NZD,Trade Balance,60.89,-115000000.0,-276000000.0,2010-01-28 17:45:00,NZDJPY,2.0
51645,JPY,Household Spending y/y,71.91,0.016,0.022000000000000002,2010-01-28 19:30:00,NZDJPY,1.0
51644,JPY,Final Manufacturing PMI,88.8,,53.8,2010-01-28 19:15:00,NZDJPY,1.0
51643,NZD,Building Consents m/m,33.04,,0.001,2010-01-28 17:45:00,NZDJPY,2.0
51609,NZD,ANZ Commodity Prices m/m,50.0,,0.026000000000000002,2010-01-31 22:02:00,NZDJPY,-2.0
51554,NZD,GDT Price Index,30.29,,-0.024,2010-02-01 10:33:00,NZDJPY,0.0
51531,NZD,CPI q/q,17.86,0.004,0.0,2010-02-01 17:45:00,NZDJPY,-1.0
51461,NZD,GDT Price Index,30.29,,-0.024,2010-02-02 10:33:00,NZDJPY,0.0
51439,NZD,CPI q/q,17.86,0.004,0.0,2010-02-02 17:45:00,NZDJPY,0.0
51373,NZD,GDT Price Index,30.29,,-0.024,2010-02-03 10:33:00,NZDJPY,0.0
51351,NZD,CPI q/q,17.86,0.004,0.0,2010-02-03 17:45:00,NZDJPY,0.0
51284,NZD,GDT Price Index,30.29,,-0.024,2010-02-04 10:33:00,NZDJPY,0.0
51263,NZD,CPI q/q,17.86,0.004,0.0,2010-02-04 17:45:00,NZDJPY,2.0
51197,NZD,GDT Price Index,30.29,,-0.024,2010-02-05 10:33:00,NZDJPY,0.0
51175,NZD,CPI q/q,17.86,0.004,0.0,2010-02-05 17:45:00,NZDJPY,1.0
51111,NZD,GDT Price Index,30.29,,-0.024,2010-02-06 10:33:00,NZDJPY,-2.0
51089,NZD,CPI q/q,17.86,0.004,0.0,2010-02-06 17:45:00,NZDJPY,-2.0
51021,NZD,GDT Price Index,30.29,,-0.024,2010-02-07 10:33:00,NZDJPY,-2.0
50997,NZD,CPI q/q,17.86,0.004,0.0,2010-02-07 17:45:00,NZDJPY,-2.0
50933,NZD,GDT Price Index,30.29,,-0.024,2010-02-08 10:33:00,NZDJPY,0.0
50911,NZD,CPI q/q,17.86,0.004,0.0,2010-02-08 17:45:00,NZDJPY,0.0
50844,NZD,GDT Price Index,30.29,,-0.024,2010-02-09 10:33:00,NZDJPY,-1.0
50822,NZD,CPI q/q,17.86,0.004,0.0,2010-02-09 17:45:00,NZDJPY,-1.0
50756,NZD,GDT Price Index,30.29,,-0.024,2010-02-10 10:33:00,NZDJPY,0.0
50735,NZD,CPI q/q,17.86,0.004,0.0,2010-02-10 17:45:00,NZDJPY,0.0
50669,NZD,GDT Price Index,30.29,,-0.024,2010-02-11 10:33:00,NZDJPY,0.0
50647,NZD,CPI q/q,17.86,0.004,0.0,2010-02-11 17:45:00,NZDJPY,0.0
50582,NZD,GDT Price Index,30.29,,-0.024,2010-02-12 10:33:00,NZDJPY,1.0
50559,NZD,CPI q/q,17.86,0.004,0.0,2010-02-12 17:45:00,NZDJPY,0.0
50491,NZD,GDT Price Index,30.29,,-0.024,2010-02-13 10:33:00,NZDJPY,-2.0
50471,NZD,CPI q/q,17.86,0.004,0.0,2010-02-13 17:45:00,NZDJPY,-2.0
50408,NZD,GDT Price Index,30.29,,-0.024,2010-02-14 10:33:00,NZDJPY,-2.0
