,symbol,title,actual,forecast,previous,datetime,symbol_pair,preceding_price
187502,NZD,CPI q/q,17.86,0.004,0.0,2003-05-21 17:45:00,NZDJPY,0.0
187436,NZD,GDT Price Index,30.29,,-0.024,2003-05-22 10:33:00,NZDJPY,0.0
187417,NZD,CPI q/q,17.86,0.004,0.0,2003-05-22 17:45:00,NZDJPY,0.0
187348,NZD,GDT Price Index,30.29,,-0.024,2003-05-23 10:33:00,NZDJPY,0.0
187326,NZD,CPI q/q,17.86,0.004,0.0,2003-05-23 17:45:00,NZDJPY,0.0
187260,NZD,GDT Price Index,30.29,,-0.024,2003-05-24 10:33:00,NZDJPY,-2.0
187238,NZD,CPI q/q,17.86,0.004,0.0,2003-05-24 17:45:00,NZDJPY,-2.0
187177,NZD,GDT Price Index,30.29,,-0.024,2003-05-25 10:33:00,NZDJPY,-2.0
187151,NZD,CPI q/q,17.86,0.004,0.0,2003-05-25 17:45:00,NZDJPY,-2.0
187084,NZD,GDT Price Index,30.29,,-0.024,2003-05-26 10:33:00,NZDJPY,0.0
187062,NZD,CPI q/q,17.86,0.004,0.0,2003-05-26 17:45:00,NZDJPY,0.0
186996,NZD,GDT Price Index,30.29,,-0.024,2003-05-27 10:33:00,NZDJPY,0.0
186974,NZD,CPI q/q,17.86,0.004,0.0,2003-05-27 17:45:00,NZDJPY,0.0
186907,NZD,GDT Price Index,30.29,,-0.024,2003-05-28 10:33:00,NZDJPY,0.0
186886,NZD,CPI q/q,17.86,0.004,0.0,2003-05-28 17:45:00,NZDJPY,0.0
186820,NZD,GDT Price Index,30.29,,-0.024,2003-05-29 10:33:00,NZDJPY,0.0
186798,NZD,CPI q/q,17.86,0.004,0.0,2003-05-29 17:45:00,NZDJPY,0.0
186732,NZD,GDT Price Index,30.29,,-0.024,2003-05-30 10:33:00,NZDJPY,0.0
186716,NZD,CPI q/q,17.86,0.004,0.0,2003-05-30 17:45:00,NZDJPY,0.0
186644,NZD,GDT Price Index,30.29,,-0.024,2003-05-31 10:33:00,NZDJPY,-2.0
186622,NZD,CPI q/q,17.86,0.004,0.0,2003-05-31 17:45:00,NZDJPY,-2.0
186556,NZD,GDT Price Index,30.29,,-0.024,2003-06-01 10:33:00,NZDJPY,-2.0
186534,NZD,CPI q/q,17.86,0.004,0.0,2003-06-01 17:45:00,NZDJPY,-2.0
186469,NZD,GDT Price Index,30.29,,-0.024,2003-06-02 10:33:00,NZDJPY,0.0
186446,NZD,CPI q/q,17.86,0.004,0.0,2003-06-02 17:45:00,NZDJPY,0.0
186380,NZD,GDT Price Index,30.29,,-0.024,2003-06-03 10:33:00,NZDJPY,0.0
186358,NZD,CPI q/q,17.86,0.004,0.0,2003-06-03 17:45:00,NZDJPY,0.0
186292,NZD,GDT Price Index,30.29,,-0.024,2003-06-04 10:33:00,NZDJPY,0.0
186274,NZD,CPI q/q,17.86,0.004,0.0,2003-06-04 17:45:00,NZDJPY,0.0
186204,NZD,GDT Price Index,30.29,,-0.024,2003-06-05 10:33:00,NZDJPY,2.0
186182,NZD,CPI q/q,17.86,0.004,0.0,2003-06-05 17:45:00,NZDJPY,1.0
186116,NZD,GDT Price Index,30.29,,-0.024,2003-06-06 10:33:00,NZDJPY,0.0
186094,NZD,CPI q/q,17.86,0.004,0.0,2003-06-06 17:45:00,NZDJPY,0.0
186030,NZD,GDT Price Index,30.29,,-0.024,2003-06-07 10:33:00,NZDJPY,-2.0
186005,NZD,CPI q/q,17.86,0.004,0.0,2003-06-07 17:45:00,NZDJPY,-2.0
185940,NZD,GDT Price Index,30.29,,-0.024,2003-06-08 10:33:00,NZDJPY,-2.0
185918,NZD,CPI q/q,17.86,0.004,0.0,2003-06-08 17:45:00,NZDJPY,-2.0
185852,NZD,GDT Price Index,30.29,,-0.024,2003-06-09 10:33:00,NZDJPY,0.0
185830,NZD,CPI q/q,17.86,0.004,0.0,2003-06-09 17:45:00,NZDJPY,1.0
185764,NZD,GDT Price Index,30.29,,-0.024,2003-06-10 10:33:00,NZDJPY,0.0
185742,NZD,CPI q/q,17.86,0.004,0.0,2003-06-10 17:45:00,NZDJPY,0.0
185676,NZD,GDT Price Index,30.29,,-0.024,2003-06-11 10:33:00,NZDJPY,0.0
185654,NZD,CPI q/q,17.86,0.004,0.0,2003-06-11 17:45:00,NZDJPY,0.0
185588,NZD,GDT Price Index,30.29,,-0.024,2003-06-12 10:33:00,NZDJPY,0.0
185569,NZD,CPI q/q,17.86,0.004,0.0,2003-06-12 17:45:00,NZDJPY,0.0
185499,NZD,GDT Price Index,30.29,,-0.024,2003-06-13 10:33:00,NZDJPY,0.0
185478,NZD,CPI q/q,17.86,0.004,0.0,2003-06-13 17:45:00,NZDJPY,0.0
185412,NZD,GDT Price Index,30.29,,-0.024,2003-06-14 10:33:00,NZDJPY,-2.0
185390,NZD,CPI q/q,17.86,0.004,0.0,2003-06-14 17:45:00,NZDJPY,-2.0
185324,NZD,GDT Price Index,30.29,,-0.024,2003-06-15 10:33:00,NZDJPY,-2.0
185301,NZD,CPI q/q,17.86,0.004,0.0,2003-06-15 17:45:00,NZDJPY,-2.0
185238,NZD,GDT Price Index,30.29,,-0.024,2003-06-16 10:33:00,NZDJPY,0.0
185214,NZD,CPI q/q,17.86,0.004,0.0,2003-06-16 17:45:00,NZDJPY,0.0
185148,NZD,GDT Price Index,30.29,,-0.024,2003-06-17 10:33:00,NZDJPY,0.0
185135,NZD,CPI q/q,17.86,0.004,0.0,2003-06-17 17:45:00,NZDJPY,0.0
185060,NZD,GDT Price Index,30.29,,-0.024,2003-06-18 10:33:00,NZDJPY,0.0
185038,NZD,CPI q/q,17.86,0.004,0.0,2003-06-18 17:45:00,NZDJPY,0.0
184972,NZD,GDT Price Index,30.29,,-0.024,2003-06-19 10:33:00,NZDJPY,0.0
184950,NZD,CPI q/q,17.86,0.004,0.0,2003-06-19 17:45:00,NZDJPY,0.0
184881,NZD,GDT Price Index,30.29,,-0.024,2003-06-20 10:33:00,NZDJPY,0.0
184869,NZD,CPI q/q,17.86,0.004,0.0,2003-06-20 17:45:00,NZDJPY,0.0
184796,NZD,GDT Price Index,30.29,,-0.024,2003-06-21 10:33:00,NZDJPY,-2.0
184774,NZD,CPI q/q,17.86,0.004,0.0,2003-06-21 17:45:00,NZDJPY,-2.0
184708,NZD,GDT Price Index,30.29,,-0.024,2003-06-22 10:33:00,NZDJPY,-2.0
184686,NZD,CPI q/q,17.86,0.004,0.0,2003-06-22 17:45:00,NZDJPY,-2.0
184619,NZD,GDT Price Index,30.29,,-0.024,2003-06-23 10:33:00,NZDJPY,0.0
184597,NZD,CPI q/q,17.86,0.004,0.0,2003-06-23 17:45:00,NZDJPY,0.0
184534,NZD,GDT Price Index,30.29,,-0.024,2003-06-24 10:33:00,NZDJPY,0.0
184510,NZD,CPI q/q,17.86,0.004,0.0,2003-06-24 17:45:00,NZDJPY,0.0
184444,NZD,GDT Price Index,30.29,,-0.024,2003-06-25 10:33:00,NZDJPY,0.0
184422,NZD,CPI q/q,17.86,0.004,0.0,2003-06-25 17:45:00,NZDJPY,0.0
184356,NZD,GDT Price Index,30.29,,-0.024,2003-06-26 10:33:00,NZDJPY,0.0
184334,NZD,CPI q/q,17.86,0.004,0.0,2003-06-26 17:45:00,NZDJPY,0.0
184268,NZD,GDT Price Index,30.29,,-0.024,2003-06-27 10:33:00,NZDJPY,0.0
184246,NZD,CPI q/q,17.86,0.004,0.0,2003-06-27 17:45:00,NZDJPY,0.0
184180,NZD,GDT Price Index,30.29,,-0.024,2003-06-28 10:33:00,NZDJPY,-2.0
184158,NZD,CPI q/q,17.86,0.004,0.0,2003-06-28 17:45:00,NZDJPY,-2.0
184092,NZD,GDT Price Index,30.29,,-0.024,2003-06-29 10:33:00,NZDJPY,-2.0
184070,NZD,CPI q/q,17.86,0.004,0.0,2003-06-29 17:45:00,NZDJPY,-2.0
184004,NZD,GDT Price Index,30.29,,-0.024,2003-06-30 10:33:00,NZDJPY,0.0
183983,NZD,CPI q/q,17.86,0.004,0.0,2003-06-30 17:45:00,NZDJPY,0.0
183916,NZD,GDT Price Index,30.29,,-0.024,2003-07-01 10:33:00,NZDJPY,-1.0
183894,NZD,CPI q/q,17.86,0.004,0.0,2003-07-01 17:45:00,NZDJPY,0.0
183828,NZD,GDT Price Index,30.29,,-0.024,2003-07-02 10:33:00,NZDJPY,0.0
183806,NZD,CPI q/q,17.86,0.004,0.0,2003-07-02 17:45:00,NZDJPY,0.0
183740,NZD,GDT Price Index,30.29,,-0.024,2003-07-03 10:33:00,NZDJPY,0.0
183718,NZD,CPI q/q,17.86,0.004,0.0,2003-07-03 17:45:00,NZDJPY,0.0
183652,NZD,GDT Price Index,30.29,,-0.024,2003-07-04 10:33:00,NZDJPY,0.0
183630,NZD,CPI q/q,17.86,0.004,0.0,2003-07-04 17:45:00,NZDJPY,0.0
183566,NZD,GDT Price Index,30.29,,-0.024,2003-07-05 10:33:00,NZDJPY,-2.0
183542,NZD,CPI q/q,17.86,0.004,0.0,2003-07-05 17:45:00,NZDJPY,-2.0
183476,NZD,GDT Price Index,30.29,,-0.024,2003-07-06 10:33:00,NZDJPY,-2.0
183452,NZD,CPI q/q,17.86,0.004,0.0,2003-07-06 17:45:00,NZDJPY,-2.0
183388,NZD,GDT Price Index,30.29,,-0.024,2003-07-07 10:33:00,NZDJPY,0.0
183366,NZD,CPI q/q,17.86,0.004,0.0,2003-07-07 17:45:00,NZDJPY,0.0
183300,NZD,GDT Price Index,30.29,,-0.024,2003-07-08 10:33:00,NZDJPY,1.0
183278,NZD,CPI q/q,17.86,0.004,0.0,2003-07-08 17:45:00,NZDJPY,1.0
183211,NZD,GDT Price Index,30.29,,-0.024,2003-07-09 10:33:00,NZDJPY,0.0
183195,NZD,CPI q/q,17.86,0.004,0.0,2003-07-09 17:45:00,NZDJPY,0.0
183124,NZD,GDT Price Index,30.29,,-0.024,2003-07-10 10:33:00,NZDJPY,0.0
183102,NZD,CPI q/q,17.86,0.004,0.0,2003-07-10 17:45:00,NZDJPY,-1.0
183036,NZD,GDT Price Index,30.29,,-0.024,2003-07-11 10:33:00,NZDJPY,0.0
183014,NZD,CPI q/q,17.86,0.004,0.0,2003-07-11 17:45:00,NZDJPY,0.0
182948,NZD,GDT Price Index,30.29,,-0.024,2003-07-12 10:33:00,NZDJPY,-2.0
182926,NZD,CPI q/q,17.86,0.004,0.0,2003-07-12 17:45:00,NZDJPY,-2.0
182860,NZD,GDT Price Index,30.29,,-0.024,2003-07-13 10:33:00,NZDJPY,-2.0
182839,NZD,CPI q/q,17.86,0.004,0.0,2003-07-13 17:45:00,NZDJPY,-2.0
182772,NZD,GDT Price Index,30.29,,-0.024,2003-07-14 10:33:00,NZDJPY,0.0
182750,NZD,CPI q/q,17.86,0.004,0.0,2003-07-14 17:45:00,NZDJPY,0.0
182684,NZD,GDT Price Index,30.29,,-0.024,2003-07-15 10:33:00,NZDJPY,0.0
182662,NZD,CPI q/q,17.86,0.004,0.0,2003-07-15 17:45:00,NZDJPY,0.0
182595,NZD,GDT Price Index,30.29,,-0.024,2003-07-16 10:33:00,NZDJPY,0.0
182581,NZD,CPI q/q,17.86,0.004,0.0,2003-07-16 17:45:00,NZDJPY,0.0
182508,NZD,GDT Price Index,30.29,,-0.024,2003-07-17 10:33:00,NZDJPY,0.0
182486,NZD,CPI q/q,17.86,0.004,0.0,2003-07-17 17:45:00,NZDJPY,0.0
182420,NZD,GDT Price Index,30.29,,-0.024,2003-07-18 10:33:00,NZDJPY,0.0
182398,NZD,CPI q/q,17.86,0.004,0.0,2003-07-18 17:45:00,NZDJPY,0.0
182332,NZD,GDT Price Index,30.29,,-0.024,2003-07-19 10:33:00,NZDJPY,-2.0
182309,NZD,CPI q/q,17.86,0.004,0.0,2003-07-19 17:45:00,NZDJPY,-2.0
182244,NZD,GDT Price Index,30.29,,-0.024,2003-07-20 10:33:00,NZDJPY,-2.0
182222,NZD,CPI q/q,17.86,0.004,0.0,2003-07-20 17:45:00,NZDJPY,-2.0
182155,NZD,GDT Price Index,30.29,,-0.024,2003-07-21 10:33:00,NZDJPY,0.0
182139,NZD,CPI q/q,17.86,0.004,0.0,2003-07-21 17:45:00,NZDJPY,0.0
182068,NZD,GDT Price Index,30.29,,-0.024,2003-07-22 10:33:00,NZDJPY,0.0
182046,NZD,CPI q/q,17.86,0.004,0.0,2003-07-22 17:45:00,NZDJPY,0.0
181980,NZD,GDT Price Index,30.29,,-0.024,2003-07-23 10:33:00,NZDJPY,0.0
181958,NZD,CPI q/q,17.86,0.004,0.0,2003-07-23 17:45:00,NZDJPY,0.0
181892,NZD,GDT Price Index,30.29,,-0.024,2003-07-24 10:33:00,NZDJPY,0.0
181875,NZD,CPI q/q,17.86,0.004,0.0,2003-07-24 17:45:00,NZDJPY,0.0
181805,NZD,GDT Price Index,30.29,,-0.024,2003-07-25 10:33:00,NZDJPY,0.0
181782,NZD,CPI q/q,17.86,0.004,0.0,2003-07-25 17:45:00,NZDJPY,0.0
181716,NZD,GDT Price Index,30.29,,-0.024,2003-07-26 10:33:00,NZDJPY,-2.0
181694,NZD,CPI q/q,17.86,0.004,0.0,2003-07-26 17:45:00,NZDJPY,-2.0
181628,NZD,GDT Price Index,30.29,,-0.024,2003-07-27 10:33:00,NZDJPY,-2.0
181606,NZD,CPI q/q,17.86,0.004,0.0,2003-07-27 17:45:00,NZDJPY,-2.0
181540,NZD,GDT Price Index,30.29,,-0.024,2003-07-28 10:33:00,NZDJPY,0.0
181518,NZD,CPI q/q,17.86,0.004,0.0,2003-07-28 17:45:00,NZDJPY,0.0
181452,NZD,GDT Price Index,30.29,,-0.024,2003-07-29 10:33:00,NZDJPY,0.0
181430,NZD,CPI q/q,17.86,0.004,0.0,2003-07-29 17:45:00,NZDJPY,0.0
181364,NZD,GDT Price Index,30.29,,-0.024,2003-07-30 10:33:00,NZDJPY,1.0
181342,NZD,CPI q/q,17.86,0.004,0.0,2003-07-30 17:45:00,NZDJPY,0.0
181276,NZD,GDT Price Index,30.29,,-0.024,2003-07-31 10:33:00,NZDJPY,1.0
181254,NZD,CPI q/q,17.86,0.004,0.0,2003-07-31 17:45:00,NZDJPY,0.0
181192,NZD,GDT Price Index,30.29,,-0.024,2003-08-01 10:33:00,NZDJPY,0.0
181166,NZD,CPI q/q,17.86,0.004,0.0,2003-08-01 17:45:00,NZDJPY,0.0
181100,NZD,GDT Price Index,30.29,,-0.024,2003-08-02 10:33:00,NZDJPY,-2.0
181078,NZD,CPI q/q,17.86,0.004,0.0,2003-08-02 17:45:00,NZDJPY,-2.0
181012,NZD,GDT Price Index,30.29,,-0.024,2003-08-03 10:33:00,NZDJPY,-2.0
180990,NZD,CPI q/q,17.86,0.004,0.0,2003-08-03 17:45:00,NZDJPY,-2.0
180924,NZD,GDT Price Index,30.29,,-0.024,2003-08-04 10:33:00,NZDJPY,0.0
180902,NZD,CPI q/q,17.86,0.004,0.0,2003-08-04 17:45:00,NZDJPY,0.0
180836,NZD,GDT Price Index,30.29,,-0.024,2003-08-05 10:33:00,NZDJPY,0.0
180814,NZD,CPI q/q,17.86,0.004,0.0,2003-08-05 17:45:00,NZDJPY,0.0
180750,NZD,GDT Price Index,30.29,,-0.024,2003-08-06 10:33:00,NZDJPY,1.0
180727,NZD,CPI q/q,17.86,0.004,0.0,2003-08-06 17:45:00,NZDJPY,0.0
180660,NZD,GDT Price Index,30.29,,-0.024,2003-08-07 10:33:00,NZDJPY,0.0
180638,NZD,CPI q/q,17.86,0.004,0.0,2003-08-07 17:45:00,NZDJPY,0.0
180572,NZD,GDT Price Index,30.29,,-0.024,2003-08-08 10:33:00,NZDJPY,0.0
180550,NZD,CPI q/q,17.86,0.004,0.0,2003-08-08 17:45:00,NZDJPY,0.0
180484,NZD,GDT Price Index,30.29,,-0.024,2003-08-09 10:33:00,NZDJPY,-2.0
180459,NZD,CPI q/q,17.86,0.004,0.0,2003-08-09 17:45:00,NZDJPY,-2.0
180396,NZD,GDT Price Index,30.29,,-0.024,2003-08-10 10:33:00,NZDJPY,-2.0
180374,NZD,CPI q/q,17.86,0.004,0.0,2003-08-10 17:45:00,NZDJPY,-2.0
180308,NZD,GDT Price Index,30.29,,-0.024,2003-08-11 10:33:00,NZDJPY,0.0
180286,NZD,CPI q/q,17.86,0.004,0.0,2003-08-11 17:45:00,NZDJPY,0.0
180225,NZD,GDT Price Index,30.29,,-0.024,2003-08-12 10:33:00,NZDJPY,0.0
180198,NZD,CPI q/q,17.86,0.004,0.0,2003-08-12 17:45:00,NZDJPY,0.0
180132,NZD,GDT Price Index,30.29,,-0.024,2003-08-13 10:33:00,NZDJPY,0.0
180110,NZD,CPI q/q,17.86,0.004,0.0,2003-08-13 17:45:00,NZDJPY,-1.0
180044,NZD,GDT Price Index,30.29,,-0.024,2003-08-14 10:33:00,NZDJPY,0.0
180022,NZD,CPI q/q,17.86,0.004,0.0,2003-08-14 17:45:00,NZDJPY,0.0
179956,NZD,GDT Price Index,30.29,,-0.024,2003-08-15 10:33:00,NZDJPY,0.0
179934,NZD,CPI q/q,17.86,0.004,0.0,2003-08-15 17:45:00,NZDJPY,0.0
179868,NZD,GDT Price Index,30.29,,-0.024,2003-08-16 10:33:00,NZDJPY,-2.0
179847,NZD,CPI q/q,17.86,0.004,0.0,2003-08-16 17:45:00,NZDJPY,-2.0
179780,NZD,GDT Price Index,30.29,,-0.024,2003-08-17 10:33:00,NZDJPY,-2.0
179758,NZD,CPI q/q,17.86,0.004,0.0,2003-08-17 17:45:00,NZDJPY,-2.0
179692,NZD,GDT Price Index,30.29,,-0.024,2003-08-18 10:33:00,NZDJPY,0.0
179670,NZD,CPI q/q,17.86,0.004,0.0,2003-08-18 17:45:00,NZDJPY,0.0
179604,NZD,GDT Price Index,30.29,,-0.024,2003-08-19 10:33:00,NZDJPY,0.0
179583,NZD,CPI q/q,17.86,0.004,0.0,2003-08-19 17:45:00,NZDJPY,1.0
179513,NZD,GDT Price Index,30.29,,-0.024,2003-08-20 10:33:00,NZDJPY,0.0
179494,NZD,CPI q/q,17.86,0.004,0.0,2003-08-20 17:45:00,NZDJPY,0.0
179428,NZD,GDT Price Index,30.29,,-0.024,2003-08-21 10:33:00,NZDJPY,0.0
179406,NZD,CPI q/q,17.86,0.004,0.0,2003-08-21 17:45:00,NZDJPY,0.0
179340,NZD,GDT Price Index,30.29,,-0.024,2003-08-22 10:33:00,NZDJPY,0.0
179319,NZD,CPI q/q,17.86,0.004,0.0,2003-08-22 17:45:00,NZDJPY,0.0
179252,NZD,GDT Price Index,30.29,,-0.024,2003-08-23 10:33:00,NZDJPY,-2.0
179230,NZD,CPI q/q,17.86,0.004,0.0,2003-08-23 17:45:00,NZDJPY,-2.0
179164,NZD,GDT Price Index,30.29,,-0.024,2003-08-24 10:33:00,NZDJPY,-2.0
179141,NZD,CPI q/q,17.86,0.004,0.0,2003-08-24 17:45:00,NZDJPY,-2.0
179076,NZD,GDT Price Index,30.29,,-0.024,2003-08-25 10:33:00,NZDJPY,0.0
179054,NZD,CPI q/q,17.86,0.004,0.0,2003-08-25 17:45:00,NZDJPY,0.0
179003,NZD,CPI q/q,17.86,0.004,0.0,2003-08-26 17:45:00,NZDJPY,0.0
178985,NZD,GDT Price Index,30.29,,-0.024,2003-08-26 10:33:00,NZDJPY,0.0
178900,NZD,GDT Price Index,30.29,,-0.024,2003-08-27 10:33:00,NZDJPY,0.0
178878,NZD,CPI q/q,17.86,0.004,0.0,2003-08-27 17:45:00,NZDJPY,0.0
178812,NZD,GDT Price Index,30.29,,-0.024,2003-08-28 10:33:00,NZDJPY,0.0
178790,NZD,CPI q/q,17.86,0.004,0.0,2003-08-28 17:45:00,NZDJPY,0.0
178724,NZD,GDT Price Index,30.29,,-0.024,2003-08-29 10:33:00,NZDJPY,0.0
178704,NZD,CPI q/q,17.86,0.004,0.0,2003-08-29 17:45:00,NZDJPY,0.0
178636,NZD,GDT Price Index,30.29,,-0.024,2003-08-30 10:33:00,NZDJPY,-2.0
178614,NZD,CPI q/q,17.86,0.004,0.0,2003-08-30 17:45:00,NZDJPY,-2.0
178548,NZD,GDT Price Index,30.29,,-0.024,2003-08-31 10:33:00,NZDJPY,-2.0
178526,NZD,CPI q/q,17.86,0.004,0.0,2003-08-31 17:45:00,NZDJPY,-2.0
178461,NZD,GDT Price Index,30.29,,-0.024,2003-09-01 10:33:00,NZDJPY,0.0
178438,NZD,CPI q/q,17.86,0.004,0.0,2003-09-01 17:45:00,NZDJPY,0.0
178372,NZD,GDT Price Index,30.29,,-0.024,2003-09-02 10:33:00,NZDJPY,0.0
178350,NZD,CPI q/q,17.86,0.004,0.0,2003-09-02 17:45:00,NZDJPY,1.0
178284,NZD,GDT Price Index,30.29,,-0.024,2003-09-03 10:33:00,NZDJPY,0.0
178262,NZD,CPI q/q,17.86,0.004,0.0,2003-09-03 17:45:00,NZDJPY,0.0
178196,NZD,GDT Price Index,30.29,,-0.024,2003-09-04 10:33:00,NZDJPY,0.0
178174,NZD,CPI q/q,17.86,0.004,0.0,2003-09-04 17:45:00,NZDJPY,0.0
178108,NZD,GDT Price Index,30.29,,-0.024,2003-09-05 10:33:00,NZDJPY,0.0
178086,NZD,CPI q/q,17.86,0.004,0.0,2003-09-05 17:45:00,NZDJPY,-1.0
178020,NZD,GDT Price Index,30.29,,-0.024,2003-09-06 10:33:00,NZDJPY,-2.0
177998,NZD,CPI q/q,17.86,0.004,0.0,2003-09-06 17:45:00,NZDJPY,-2.0
177932,NZD,GDT Price Index,30.29,,-0.024,2003-09-07 10:33:00,NZDJPY,-2.0
177910,NZD,CPI q/q,17.86,0.004,0.0,2003-09-07 17:45:00,NZDJPY,-2.0
177844,NZD,GDT Price Index,30.29,,-0.024,2003-09-08 10:33:00,NZDJPY,0.0
177822,NZD,CPI q/q,17.86,0.004,0.0,2003-09-08 17:45:00,NZDJPY,0.0
177756,NZD,GDT Price Index,30.29,,-0.024,2003-09-09 10:33:00,NZDJPY,0.0
177734,NZD,CPI q/q,17.86,0.004,0.0,2003-09-09 17:45:00,NZDJPY,-2.0
177668,NZD,GDT Price Index,30.29,,-0.024,2003-09-10 10:33:00,NZDJPY,0.0
177646,NZD,CPI q/q,17.86,0.004,0.0,2003-09-10 17:45:00,NZDJPY,0.0
177580,NZD,GDT Price Index,30.29,,-0.024,2003-09-11 10:33:00,NZDJPY,0.0
177558,NZD,CPI q/q,17.86,0.004,0.0,2003-09-11 17:45:00,NZDJPY,0.0
177492,NZD,GDT Price Index,30.29,,-0.024,2003-09-12 10:33:00,NZDJPY,0.0
177470,NZD,CPI q/q,17.86,0.004,0.0,2003-09-12 17:45:00,NZDJPY,0.0
177404,NZD,GDT Price Index,30.29,,-0.024,2003-09-13 10:33:00,NZDJPY,-2.0
177382,NZD,CPI q/q,17.86,0.004,0.0,2003-09-13 17:45:00,NZDJPY,-2.0
177316,NZD,GDT Price Index,30.29,,-0.024,2003-09-14 10:33:00,NZDJPY,-2.0
177294,NZD,CPI q/q,17.86,0.004,0.0,2003-09-14 17:45:00,NZDJPY,-2.0
177229,NZD,GDT Price Index,30.29,,-0.024,2003-09-15 10:33:00,NZDJPY,0.0
177206,NZD,CPI q/q,17.86,0.004,0.0,2003-09-15 17:45:00,NZDJPY,0.0
177140,NZD,GDT Price Index,30.29,,-0.024,2003-09-16 10:33:00,NZDJPY,1.0
177118,NZD,CPI q/q,17.86,0.004,0.0,2003-09-16 17:45:00,NZDJPY,1.0
177052,NZD,GDT Price Index,30.29,,-0.024,2003-09-17 10:33:00,NZDJPY,0.0
177030,NZD,CPI q/q,17.86,0.004,0.0,2003-09-17 17:45:00,NZDJPY,0.0
176964,NZD,GDT Price Index,30.29,,-0.024,2003-09-18 10:33:00,NZDJPY,0.0
176942,NZD,CPI q/q,17.86,0.004,0.0,2003-09-18 17:45:00,NZDJPY,0.0
176876,NZD,GDT Price Index,30.29,,-0.024,2003-09-19 10:33:00,NZDJPY,0.0
176854,NZD,CPI q/q,17.86,0.004,0.0,2003-09-19 17:45:00,NZDJPY,0.0
176788,NZD,GDT Price Index,30.29,,-0.024,2003-09-20 10:33:00,NZDJPY,-2.0
176766,NZD,CPI q/q,17.86,0.004,0.0,2003-09-20 17:45:00,NZDJPY,-2.0
176699,NZD,GDT Price Index,30.29,,-0.024,2003-09-21 10:33:00,NZDJPY,-2.0
176678,NZD,CPI q/q,17.86,0.004,0.0,2003-09-21 17:45:00,NZDJPY,-2.0
176612,NZD,GDT Price Index,30.29,,-0.024,2003-09-22 10:33:00,NZDJPY,0.0
176590,NZD,CPI q/q,17.86,0.004,0.0,2003-09-22 17:45:00,NZDJPY,0.0
176524,NZD,GDT Price Index,30.29,,-0.024,2003-09-23 10:33:00,NZDJPY,1.0
176502,NZD,CPI q/q,17.86,0.004,0.0,2003-09-23 17:45:00,NZDJPY,0.0
176436,NZD,GDT Price Index,30.29,,-0.024,2003-09-24 10:33:00,NZDJPY,0.0
176415,NZD,CPI q/q,17.86,0.004,0.0,2003-09-24 17:45:00,NZDJPY,0.0
176348,NZD,GDT Price Index,30.29,,-0.024,2003-09-25 10:33:00,NZDJPY,0.0
176326,NZD,CPI q/q,17.86,0.004,0.0,2003-09-25 17:45:00,NZDJPY,0.0
176260,NZD,GDT Price Index,30.29,,-0.024,2003-09-26 10:33:00,NZDJPY,0.0
176238,NZD,CPI q/q,17.86,0.004,0.0,2003-09-26 17:45:00,NZDJPY,1.0
176172,NZD,GDT Price Index,30.29,,-0.024,2003-09-27 10:33:00,NZDJPY,-2.0
176150,NZD,CPI q/q,17.86,0.004,0.0,2003-09-27 17:45:00,NZDJPY,-2.0
176084,NZD,GDT Price Index,30.29,,-0.024,2003-09-28 10:33:00,NZDJPY,-2.0
176062,NZD,CPI q/q,17.86,0.004,0.0,2003-09-28 17:45:00,NZDJPY,-2.0
175996,NZD,GDT Price Index,30.29,,-0.024,2003-09-29 10:33:00,NZDJPY,0.0
175974,NZD,CPI q/q,17.86,0.004,0.0,2003-09-29 17:45:00,NZDJPY,0.0
175908,NZD,GDT Price Index,30.29,,-0.024,2003-09-30 10:33:00,NZDJPY,0.0
175886,NZD,CPI q/q,17.86,0.004,0.0,2003-09-30 17:45:00,NZDJPY,-1.0
175820,NZD,GDT Price Index,30.29,,-0.024,2003-10-01 10:33:00,NZDJPY,0.0
175798,NZD,CPI q/q,17.86,0.004,0.0,2003-10-01 17:45:00,NZDJPY,0.0
175732,NZD,GDT Price Index,30.29,,-0.024,2003-10-02 10:33:00,NZDJPY,0.0
175710,NZD,CPI q/q,17.86,0.004,0.0,2003-10-02 17:45:00,NZDJPY,0.0
175644,NZD,GDT Price Index,30.29,,-0.024,2003-10-03 10:33:00,NZDJPY,0.0
175622,NZD,CPI q/q,17.86,0.004,0.0,2003-10-03 17:45:00,NZDJPY,1.0
175556,NZD,GDT Price Index,30.29,,-0.024,2003-10-04 10:33:00,NZDJPY,-2.0
175534,NZD,CPI q/q,17.86,0.004,0.0,2003-10-04 17:45:00,NZDJPY,-2.0
175468,NZD,GDT Price Index,30.29,,-0.024,2003-10-05 10:33:00,NZDJPY,-2.0
175446,NZD,CPI q/q,17.86,0.004,0.0,2003-10-05 17:45:00,NZDJPY,-2.0
175380,NZD,GDT Price Index,30.29,,-0.024,2003-10-06 10:33:00,NZDJPY,0.0
175358,NZD,CPI q/q,17.86,0.004,0.0,2003-10-06 17:45:00,NZDJPY,0.0
175292,NZD,GDT Price Index,30.29,,-0.024,2003-10-07 10:33:00,NZDJPY,0.0
175270,NZD,CPI q/q,17.86,0.004,0.0,2003-10-07 17:45:00,NZDJPY,0.0
175204,NZD,GDT Price Index,30.29,,-0.024,2003-10-08 10:33:00,NZDJPY,0.0
